date,lake_level,lake_extent_km2,water_depth,volume_km3
1955-06-04,1134.294,66841.366493374,1134.294,75817.76096523517
1955-06-05,1134.299,66841.366493374,1134.299,75818.09517206762
1955-06-06,1134.299,66841.366493374,1134.299,75818.09517206762
1955-06-07,1134.299,66841.366493374,1134.299,75818.09517206762
1955-06-08,1134.289,66841.366493374,1134.289,75817.4267584027
1955-06-09,1134.284,66841.366493374,1134.284,75817.09255157024
1955-06-10,1134.289,66841.366493374,1134.289,75817.4267584027
1955-06-11,1134.294,66841.366493374,1134.294,75817.76096523517
1955-06-12,1134.299,66841.366493374,1134.299,75818.09517206762
1955-06-13,1134.274,66841.366493374,1134.274,75816.42413790528
1955-06-14,1134.269,66841.366493374,1134.269,75816.08993107283
1955-06-15,1134.269,66841.366493374,1134.269,75816.08993107283
1955-06-16,1134.254,66841.366493374,1134.254,75815.08731057543
1955-06-17,1134.249,66841.366493374,1134.249,75814.75310374296
1955-06-18,1134.244,66841.366493374,1134.244,75814.41889691049
1955-06-19,1134.234,66841.366493374,1134.234,75813.75048324555
1955-06-20,1134.234,66841.366493374,1134.234,75813.75048324555
1955-06-21,1134.229,66841.366493374,1134.229,75813.4162764131
1955-06-22,1134.204,66841.366493374,1134.204,75811.74524225075
1955-06-23,1134.204,66841.366493374,1134.204,75811.74524225075
1955-06-24,1134.194,66841.366493374,1134.194,75811.07682858582
1955-06-25,1134.194,66841.366493374,1134.194,75811.07682858582
1955-06-26,1134.189,66841.366493374,1134.189,75810.74262175336
1955-06-27,1134.189,66841.366493374,1134.189,75810.74262175336
1955-06-28,1134.179,66841.366493374,1134.179,75810.07420808842
1955-06-29,1134.184,66841.366493374,1134.184,75810.40841492088
1955-06-30,1134.184,66841.366493374,1134.184,75810.40841492088
1955-07-01,1134.174,66841.366493374,1134.174,75809.74000125597
1955-07-02,1134.164,66841.366493374,1134.164,75809.07158759102
1955-07-03,1134.159,66841.366493374,1134.159,75808.73738075857
1955-07-04,1134.159,66841.366493374,1134.159,75808.73738075857
1955-07-05,1134.164,66841.366493374,1134.164,75809.07158759102
1955-07-06,1134.169,66841.366493374,1134.169,75809.4057944235
1955-07-07,1134.149,66841.366493374,1134.149,75808.06896709361
1955-07-08,1134.164,66841.366493374,1134.164,75809.07158759102
1955-07-09,1134.164,66841.366493374,1134.164,75809.07158759102
1955-07-10,1134.164,66841.366493374,1134.164,75809.07158759102
1955-07-11,1134.169,66841.366493374,1134.169,75809.4057944235
1955-07-12,1134.184,66841.366493374,1134.184,75810.40841492088
1955-07-13,1134.179,66841.366493374,1134.179,75810.07420808842
1955-07-14,1134.164,66841.366493374,1134.164,75809.07158759102
1955-07-15,1134.144,66841.366493374,1134.144,75807.73476026116
1955-07-16,1134.129,66841.366493374,1134.129,75806.73213976374
1955-07-17,1134.109,66841.366493374,1134.109,75805.39531243389
1955-07-18,1134.119,66841.366493374,1134.119,75806.06372609882
1955-07-19,1134.114,66841.366493374,1134.114,75805.72951926636
1955-07-20,1134.104,66841.366493374,1134.104,75805.06110560142
1955-07-21,1134.109,66841.366493374,1134.109,75805.39531243389
1955-07-22,1134.104,66841.366493374,1134.104,75805.06110560142
1955-07-23,1134.099,66841.366493374,1134.099,75804.72689876895
1955-07-24,1134.109,66841.366493374,1134.109,75805.39531243389
1955-07-25,1134.109,66841.366493374,1134.109,75805.39531243389
1955-07-26,1134.119,66841.366493374,1134.119,75806.06372609882
1955-07-27,1134.119,66841.366493374,1134.119,75806.06372609882
1955-07-28,1134.114,66841.366493374,1134.114,75805.72951926636
1955-07-29,1134.119,66841.366493374,1134.119,75806.06372609882
1955-07-30,1134.119,66841.366493374,1134.119,75806.06372609882
1955-07-31,1134.114,66841.366493374,1134.114,75805.72951926636
1955-08-01,1134.119,66841.366493374,1134.119,75806.06372609882
1955-08-02,1134.104,66841.366493374,1134.104,75805.06110560142
1955-08-03,1134.074,66841.366493374,1134.074,75803.05586460662
1955-08-04,1134.079,66841.366493374,1134.079,75803.39007143909
1955-08-05,1134.084,66841.366493374,1134.084,75803.72427827156
1955-08-06,1134.079,66841.366493374,1134.079,75803.39007143909
1955-08-07,1134.074,66841.366493374,1134.074,75803.05586460662
1955-08-08,1134.084,66841.366493374,1134.084,75803.72427827156
1955-08-09,1134.104,66841.366493374,1134.104,75805.06110560142
1955-08-10,1134.094,66841.366493374,1134.094,75804.39269193649
1955-08-11,1134.069,66841.366493374,1134.069,75802.72165777415
1955-08-12,1134.069,66841.366493374,1134.069,75802.72165777415
1955-08-13,1134.059,66841.366493374,1134.059,75802.05324410921
1955-08-14,1134.049,66841.366493374,1134.049,75801.38483044428
1955-08-15,1134.044,66841.366493374,1134.044,75801.05062361182
1955-08-16,1134.059,66841.366493374,1134.059,75802.05324410921
1955-08-17,1134.064,66841.366493374,1134.064,75802.38745094168
1955-08-18,1134.064,66841.366493374,1134.064,75802.38745094168
1955-08-19,1134.049,66841.366493374,1134.049,75801.38483044428
1955-08-20,1134.059,66841.366493374,1134.059,75802.05324410921
1955-08-21,1134.064,66841.366493374,1134.064,75802.38745094168
1955-08-22,1134.069,66841.366493374,1134.069,75802.72165777415
1955-08-23,1134.059,66841.366493374,1134.059,75802.05324410921
1955-08-24,1134.064,66841.366493374,1134.064,75802.38745094168
1955-08-25,1134.059,66841.366493374,1134.059,75802.05324410921
1955-08-26,1134.059,66841.366493374,1134.059,75802.05324410921
1955-08-27,1134.069,66841.366493374,1134.069,75802.72165777415
1955-08-28,1134.059,66841.366493374,1134.059,75802.05324410921
1955-08-29,1134.089,66841.366493374,1134.089,75804.058485104
1955-08-30,1134.049,66841.366493374,1134.049,75801.38483044428
1955-08-31,1134.044,66841.366493374,1134.044,75801.05062361182
1955-09-01,1134.049,66841.366493374,1134.049,75801.38483044428
1955-09-02,1134.054,66841.366493374,1134.054,75801.71903727677
1955-09-03,1134.054,66841.366493374,1134.054,75801.71903727677
1955-09-04,1134.059,66841.366493374,1134.059,75802.05324410921
1955-09-05,1134.054,66841.366493374,1134.054,75801.71903727677
1955-09-06,1134.049,66841.366493374,1134.049,75801.38483044428
1955-09-07,1134.049,66841.366493374,1134.049,75801.38483044428
1955-09-08,1134.049,66841.366493374,1134.049,75801.38483044428
1955-09-09,1134.029,66841.366493374,1134.029,75800.04800311441
1955-09-10,1134.049,66841.366493374,1134.049,75801.38483044428
1955-09-11,1134.054,66841.366493374,1134.054,75801.71903727677
1955-09-12,1134.044,66841.366493374,1134.044,75801.05062361182
1955-09-13,1134.049,66841.366493374,1134.049,75801.38483044428
1955-09-14,1134.044,66841.366493374,1134.044,75801.05062361182
1955-09-15,1134.029,66841.366493374,1134.029,75800.04800311441
1955-09-16,1134.054,66841.366493374,1134.054,75801.71903727677
1955-09-17,1134.059,66841.366493374,1134.059,75802.05324410921
1955-09-18,1134.049,66841.366493374,1134.049,75801.38483044428
1955-09-19,1134.034,66841.366493374,1134.034,75800.38220994688
1955-09-20,1134.044,66841.366493374,1134.044,75801.05062361182
1955-09-21,1134.044,66841.366493374,1134.044,75801.05062361182
1955-09-22,1134.034,66841.366493374,1134.034,75800.38220994688
1955-09-23,1134.059,66841.366493374,1134.059,75802.05324410921
1955-09-24,1134.064,66841.366493374,1134.064,75802.38745094168
1955-09-25,1134.049,66841.366493374,1134.049,75801.38483044428
1955-09-26,1134.054,66841.366493374,1134.054,75801.71903727677
1955-09-27,1134.074,66841.366493374,1134.074,75803.05586460662
1955-09-28,1134.064,66841.366493374,1134.064,75802.38745094168
1955-09-29,1134.084,66841.366493374,1134.084,75803.72427827156
1955-09-30,1134.099,66841.366493374,1134.099,75804.72689876895
1955-10-01,1134.104,66841.366493374,1134.104,75805.06110560142
1955-10-02,1134.104,66841.366493374,1134.104,75805.06110560142
1955-10-03,1134.094,66841.366493374,1134.094,75804.39269193649
1955-10-04,1134.104,66841.366493374,1134.104,75805.06110560142
1955-10-05,1134.119,66841.366493374,1134.119,75806.06372609882
1955-10-06,1134.129,66841.366493374,1134.129,75806.73213976374
1955-10-07,1134.129,66841.366493374,1134.129,75806.73213976374
1955-10-08,1134.119,66841.366493374,1134.119,75806.06372609882
1955-10-09,1134.124,66841.366493374,1134.124,75806.39793293129
1955-10-10,1134.134,66841.366493374,1134.134,75807.06634659623
1955-10-11,1134.139,66841.366493374,1134.139,75807.40055342868
1955-10-12,1134.139,66841.366493374,1134.139,75807.40055342868
1955-10-13,1134.129,66841.366493374,1134.129,75806.73213976374
1955-10-14,1134.129,66841.366493374,1134.129,75806.73213976374
1955-10-15,1134.124,66841.366493374,1134.124,75806.39793293129
1955-10-16,1134.124,66841.366493374,1134.124,75806.39793293129
1955-10-17,1134.124,66841.366493374,1134.124,75806.39793293129
1955-10-18,1134.119,66841.366493374,1134.119,75806.06372609882
1955-10-19,1134.114,66841.366493374,1134.114,75805.72951926636
1955-10-20,1134.104,66841.366493374,1134.104,75805.06110560142
1955-10-21,1134.109,66841.366493374,1134.109,75805.39531243389
1955-10-22,1134.109,66841.366493374,1134.109,75805.39531243389
1955-10-23,1134.109,66841.366493374,1134.109,75805.39531243389
1955-10-24,1134.119,66841.366493374,1134.119,75806.06372609882
1955-10-25,1134.114,66841.366493374,1134.114,75805.72951926636
1955-10-26,1134.109,66841.366493374,1134.109,75805.39531243389
1955-10-27,1134.104,66841.366493374,1134.104,75805.06110560142
1955-10-28,1134.099,66841.366493374,1134.099,75804.72689876895
1955-10-29,1134.104,66841.366493374,1134.104,75805.06110560142
1955-10-30,1134.099,66841.366493374,1134.099,75804.72689876895
1955-10-31,1134.099,66841.366493374,1134.099,75804.72689876895
1955-11-01,1134.099,66841.366493374,1134.099,75804.72689876895
1955-11-02,1134.094,66841.366493374,1134.094,75804.39269193649
1955-11-03,1134.084,66841.366493374,1134.084,75803.72427827156
1955-11-04,1134.064,66841.366493374,1134.064,75802.38745094168
1955-11-05,1134.064,66841.366493374,1134.064,75802.38745094168
1955-11-06,1134.059,66841.366493374,1134.059,75802.05324410921
1955-11-07,1134.079,66841.366493374,1134.079,75803.39007143909
1955-11-08,1134.079,66841.366493374,1134.079,75803.39007143909
1955-11-09,1134.079,66841.366493374,1134.079,75803.39007143909
1955-11-10,1134.069,66841.366493374,1134.069,75802.72165777415
1955-11-11,1134.089,66841.366493374,1134.089,75804.058485104
1955-11-12,1134.079,66841.366493374,1134.079,75803.39007143909
1955-11-13,1134.079,66841.366493374,1134.079,75803.39007143909
1955-11-14,1134.084,66841.366493374,1134.084,75803.72427827156
1955-11-15,1134.084,66841.366493374,1134.084,75803.72427827156
1955-11-16,1134.079,66841.366493374,1134.079,75803.39007143909
1955-11-17,1134.084,66841.366493374,1134.084,75803.72427827156
1955-11-18,1134.084,66841.366493374,1134.084,75803.72427827156
1955-11-19,1134.069,66841.366493374,1134.069,75802.72165777415
1955-11-20,1134.074,66841.366493374,1134.074,75803.05586460662
1955-11-21,1134.079,66841.366493374,1134.079,75803.39007143909
1955-11-22,1134.094,66841.366493374,1134.094,75804.39269193649
1955-11-23,1134.089,66841.366493374,1134.089,75804.058485104
1955-11-24,1134.079,66841.366493374,1134.079,75803.39007143909
1955-11-25,1134.079,66841.366493374,1134.079,75803.39007143909
1955-11-26,1134.074,66841.366493374,1134.074,75803.05586460662
1955-11-27,1134.064,66841.366493374,1134.064,75802.38745094168
1955-11-28,1134.059,66841.366493374,1134.059,75802.05324410921
1955-11-29,1134.059,66841.366493374,1134.059,75802.05324410921
1955-11-30,1134.054,66841.366493374,1134.054,75801.71903727677
1955-12-01,1134.054,66841.366493374,1134.054,75801.71903727677
1955-12-02,1134.049,66841.366493374,1134.049,75801.38483044428
1955-12-03,1134.069,66841.366493374,1134.069,75802.72165777415
1955-12-04,1134.069,66841.366493374,1134.069,75802.72165777415
1955-12-05,1134.059,66841.366493374,1134.059,75802.05324410921
1955-12-06,1134.054,66841.366493374,1134.054,75801.71903727677
1955-12-07,1134.054,66841.366493374,1134.054,75801.71903727677
1955-12-08,1134.034,66841.366493374,1134.034,75800.38220994688
1955-12-09,1134.034,66841.366493374,1134.034,75800.38220994688
1955-12-10,1134.034,66841.366493374,1134.034,75800.38220994688
1955-12-11,1134.039,66841.366493374,1134.039,75800.71641677935
1955-12-12,1134.079,66841.366493374,1134.079,75803.39007143909
1955-12-13,1134.094,66841.366493374,1134.094,75804.39269193649
1955-12-14,1134.099,66841.366493374,1134.099,75804.72689876895
1955-12-15,1134.099,66841.366493374,1134.099,75804.72689876895
1955-12-16,1134.109,66841.366493374,1134.109,75805.39531243389
1955-12-17,1134.114,66841.366493374,1134.114,75805.72951926636
1955-12-18,1134.119,66841.366493374,1134.119,75806.06372609882
1955-12-19,1134.119,66841.366493374,1134.119,75806.06372609882
1955-12-20,1134.119,66841.366493374,1134.119,75806.06372609882
1955-12-21,1134.139,66841.366493374,1134.139,75807.40055342868
1955-12-22,1134.149,66841.366493374,1134.149,75808.06896709361
1955-12-23,1134.139,66841.366493374,1134.139,75807.40055342868
1955-12-24,1134.139,66841.366493374,1134.139,75807.40055342868
1955-12-25,1134.144,66841.366493374,1134.144,75807.73476026116
1955-12-26,1134.149,66841.366493374,1134.149,75808.06896709361
1955-12-27,1134.144,66841.366493374,1134.144,75807.73476026116
1955-12-28,1134.144,66841.366493374,1134.144,75807.73476026116
1955-12-29,1134.149,66841.366493374,1134.149,75808.06896709361
1955-12-30,1134.164,66841.366493374,1134.164,75809.07158759102
1955-12-31,1134.159,66841.366493374,1134.159,75808.73738075857
1956-01-01,1134.164,66841.366493374,1134.164,75809.07158759102
1956-01-02,1134.169,66841.366493374,1134.169,75809.4057944235
1956-01-03,1134.174,66841.366493374,1134.174,75809.74000125597
1956-01-04,1134.164,66841.366493374,1134.164,75809.07158759102
1956-01-05,1134.199,66841.366493374,1134.199,75811.41103541829
1956-01-06,1134.194,66841.366493374,1134.194,75811.07682858582
1956-01-07,1134.204,66841.366493374,1134.204,75811.74524225075
1956-01-08,1134.184,66841.366493374,1134.184,75810.40841492088
1956-01-09,1134.184,66841.366493374,1134.184,75810.40841492088
1956-01-10,1134.189,66841.366493374,1134.189,75810.74262175336
1956-01-11,1134.179,66841.366493374,1134.179,75810.07420808842
1956-01-12,1134.179,66841.366493374,1134.179,75810.07420808842
1956-01-13,1134.169,66841.366493374,1134.169,75809.4057944235
1956-01-14,1134.174,66841.366493374,1134.174,75809.74000125597
1956-01-15,1134.164,66841.366493374,1134.164,75809.07158759102
1956-01-16,1134.169,66841.366493374,1134.169,75809.4057944235
1956-01-17,1134.199,66841.366493374,1134.199,75811.41103541829
1956-01-18,1134.194,66841.366493374,1134.194,75811.07682858582
1956-01-19,1134.194,66841.366493374,1134.194,75811.07682858582
1956-01-20,1134.194,66841.366493374,1134.194,75811.07682858582
1956-01-21,1134.194,66841.366493374,1134.194,75811.07682858582
1956-01-22,1134.194,66841.366493374,1134.194,75811.07682858582
1956-01-23,1134.194,66841.366493374,1134.194,75811.07682858582
1956-01-24,1134.209,66841.366493374,1134.209,75812.07944908322
1956-01-25,1134.204,66841.366493374,1134.204,75811.74524225075
1956-01-26,1134.209,66841.366493374,1134.209,75812.07944908322
1956-01-27,1134.244,66841.366493374,1134.244,75814.41889691049
1956-01-28,1134.229,66841.366493374,1134.229,75813.4162764131
1956-01-29,1134.239,66841.366493374,1134.239,75814.08469007802
1956-01-30,1134.239,66841.366493374,1134.239,75814.08469007802
1956-01-31,1134.254,66841.366493374,1134.254,75815.08731057543
1956-02-01,1134.259,66841.366493374,1134.259,75815.4215174079
1956-02-02,1134.259,66841.366493374,1134.259,75815.4215174079
1956-02-03,1134.264,66841.366493374,1134.264,75815.75572424034
1956-02-04,1134.274,66841.366493374,1134.274,75816.42413790528
1956-02-05,1134.264,66841.366493374,1134.264,75815.75572424034
1956-02-06,1134.274,66841.366493374,1134.274,75816.42413790528
1956-02-07,1134.274,66841.366493374,1134.274,75816.42413790528
1956-02-08,1134.269,66841.366493374,1134.269,75816.08993107283
1956-02-09,1134.254,66841.366493374,1134.254,75815.08731057543
1956-02-10,1134.254,66841.366493374,1134.254,75815.08731057543
1956-02-11,1134.244,66841.366493374,1134.244,75814.41889691049
1956-02-12,1134.254,66841.366493374,1134.254,75815.08731057543
1956-02-13,1134.254,66841.366493374,1134.254,75815.08731057543
1956-02-14,1134.254,66841.366493374,1134.254,75815.08731057543
1956-02-15,1134.244,66841.366493374,1134.244,75814.41889691049
1956-02-16,1134.249,66841.366493374,1134.249,75814.75310374296
1956-02-17,1134.259,66841.366493374,1134.259,75815.4215174079
1956-02-18,1134.249,66841.366493374,1134.249,75814.75310374296
1956-02-19,1134.259,66841.366493374,1134.259,75815.4215174079
1956-02-20,1134.279,66841.366493374,1134.279,75816.75834473775
1956-02-21,1134.269,66841.366493374,1134.269,75816.08993107283
1956-02-22,1134.264,66841.366493374,1134.264,75815.75572424034
1956-02-23,1134.269,66841.366493374,1134.269,75816.08993107283
1956-02-24,1134.274,66841.366493374,1134.274,75816.42413790528
1956-02-25,1134.259,66841.366493374,1134.259,75815.4215174079
1956-02-26,1134.254,66841.366493374,1134.254,75815.08731057543
1956-02-27,1134.259,66841.366493374,1134.259,75815.4215174079
1956-02-28,1134.254,66841.366493374,1134.254,75815.08731057543
1956-02-29,1134.254,66841.366493374,1134.254,75815.08731057543
1956-03-01,1134.239,66841.366493374,1134.239,75814.08469007802
1956-03-02,1134.219,66841.366493374,1134.219,75812.74786274816
1956-03-03,1134.219,66841.366493374,1134.219,75812.74786274816
1956-03-04,1134.219,66841.366493374,1134.219,75812.74786274816
1956-03-05,1134.219,66841.366493374,1134.219,75812.74786274816
1956-03-06,1134.209,66841.366493374,1134.209,75812.07944908322
1956-03-07,1134.214,66841.366493374,1134.214,75812.41365591569
1956-03-08,1134.224,66841.366493374,1134.224,75813.08206958062
1956-03-09,1134.214,66841.366493374,1134.214,75812.41365591569
1956-03-10,1134.209,66841.366493374,1134.209,75812.07944908322
1956-03-11,1134.204,66841.366493374,1134.204,75811.74524225075
1956-03-12,1134.199,66841.366493374,1134.199,75811.41103541829
1956-03-13,1134.199,66841.366493374,1134.199,75811.41103541829
1956-03-14,1134.194,66841.366493374,1134.194,75811.07682858582
1956-03-15,1134.199,66841.366493374,1134.199,75811.41103541829
1956-03-16,1134.189,66841.366493374,1134.189,75810.74262175336
1956-03-17,1134.184,66841.366493374,1134.184,75810.40841492088
1956-03-18,1134.179,66841.366493374,1134.179,75810.07420808842
1956-03-19,1134.174,66841.366493374,1134.174,75809.74000125597
1956-03-20,1134.184,66841.366493374,1134.184,75810.40841492088
1956-03-21,1134.189,66841.366493374,1134.189,75810.74262175336
1956-03-22,1134.189,66841.366493374,1134.189,75810.74262175336
1956-03-23,1134.204,66841.366493374,1134.204,75811.74524225075
1956-03-24,1134.209,66841.366493374,1134.209,75812.07944908322
1956-03-25,1134.194,66841.366493374,1134.194,75811.07682858582
1956-03-26,1134.204,66841.366493374,1134.204,75811.74524225075
1956-03-27,1134.199,66841.366493374,1134.199,75811.41103541829
1956-03-28,1134.199,66841.366493374,1134.199,75811.41103541829
1956-03-29,1134.209,66841.366493374,1134.209,75812.07944908322
1956-03-30,1134.214,66841.366493374,1134.214,75812.41365591569
1956-03-31,1134.229,66841.366493374,1134.229,75813.4162764131
1956-04-01,1134.239,66841.366493374,1134.239,75814.08469007802
1956-04-02,1134.254,66841.366493374,1134.254,75815.08731057543
1956-04-03,1134.259,66841.366493374,1134.259,75815.4215174079
1956-04-04,1134.274,66841.366493374,1134.274,75816.42413790528
1956-04-05,1134.274,66841.366493374,1134.274,75816.42413790528
1956-04-06,1134.269,66841.366493374,1134.269,75816.08993107283
1956-04-07,1134.259,66841.366493374,1134.259,75815.4215174079
1956-04-08,1134.264,66841.366493374,1134.264,75815.75572424034
1956-04-09,1134.279,66841.366493374,1134.279,75816.75834473775
1956-04-10,1134.279,66841.366493374,1134.279,75816.75834473775
1956-04-11,1134.279,66841.366493374,1134.279,75816.75834473775
1956-04-12,1134.274,66841.366493374,1134.274,75816.42413790528
1956-04-13,1134.269,66841.366493374,1134.269,75816.08993107283
1956-04-14,1134.279,66841.366493374,1134.279,75816.75834473775
1956-04-15,1134.289,66841.366493374,1134.289,75817.4267584027
1956-04-16,1134.304,66841.366493374,1134.304,75818.4293789001
1956-04-17,1134.304,66841.366493374,1134.304,75818.4293789001
1956-04-18,1134.304,66841.366493374,1134.304,75818.4293789001
1956-04-19,1134.329,66841.366493374,1134.329,75820.10041306242
1956-04-20,1134.334,66841.366493374,1134.334,75820.43461989489
1956-04-21,1134.329,66841.366493374,1134.329,75820.10041306242
1956-04-22,1134.344,66841.366493374,1134.344,75821.10303355983
1956-04-23,1134.349,66841.366493374,1134.349,75821.4372403923
1956-04-24,1134.354,66841.366493374,1134.354,75821.77144722476
1956-04-25,1134.359,66841.366493374,1134.359,75822.10565405722
1956-04-26,1134.364,66841.366493374,1134.364,75822.4398608897
1956-04-27,1134.389,66841.61448016053,1134.389,75824.3922085348
1956-04-28,1134.409,66841.61448016053,1134.409,75825.72904082443
1956-04-29,1134.424,66841.61448016053,1134.424,75826.73166504163
1956-04-30,1134.424,66841.61448016053,1134.424,75826.73166504163
1956-05-01,1134.424,66841.61448016053,1134.424,75826.73166504163
1956-05-02,1134.439,66841.61448016053,1134.439,75827.73428925883
1956-05-03,1134.449,66841.61448016053,1134.449,75828.40270540363
1956-05-04,1134.449,66841.61448016053,1134.449,75828.40270540363
1956-05-05,1134.439,66841.61448016053,1134.439,75827.73428925883
1956-05-06,1134.449,66841.61448016053,1134.449,75828.40270540363
1956-05-07,1134.454,66841.61448016053,1134.454,75828.73691347602
1956-05-08,1134.454,66841.61448016053,1134.454,75828.73691347602
1956-05-09,1134.454,66841.61448016053,1134.454,75828.73691347602
1956-05-10,1134.454,66841.61448016053,1134.454,75828.73691347602
1956-05-11,1134.444,66841.61448016053,1134.444,75828.06849733123
1956-05-12,1134.434,66841.61448016053,1134.434,75827.40008118642
1956-05-13,1134.439,66841.61448016053,1134.439,75827.73428925883
1956-05-14,1134.444,66841.61448016053,1134.444,75828.06849733123
1956-05-15,1134.459,66841.61448016053,1134.459,75829.07112154843
1956-05-16,1134.469,66841.61448016053,1134.469,75829.73953769323
1956-05-17,1134.469,66841.61448016053,1134.469,75829.73953769323
1956-05-18,1134.454,66841.61448016053,1134.454,75828.73691347602
1956-05-19,1134.474,66841.61448016053,1134.474,75830.07374576562
1956-05-20,1134.489,66841.61448016053,1134.489,75831.07636998284
1956-05-21,1134.484,66841.61448016053,1134.484,75830.74216191043
1956-05-22,1134.484,66841.61448016053,1134.484,75830.74216191043
1956-05-23,1134.489,66841.61448016053,1134.489,75831.07636998284
1956-05-24,1134.494,66841.61448016053,1134.494,75831.41057805523
1956-05-25,1134.484,66841.61448016053,1134.484,75830.74216191043
1956-05-26,1134.489,66841.61448016053,1134.489,75831.07636998284
1956-05-27,1134.489,66841.61448016053,1134.489,75831.07636998284
1956-05-28,1134.494,66841.61448016053,1134.494,75831.41057805523
1956-05-29,1134.494,66841.61448016053,1134.494,75831.41057805523
1956-05-30,1134.484,66841.61448016053,1134.484,75830.74216191043
1956-05-31,1134.484,66841.61448016053,1134.484,75830.74216191043
1956-06-01,1134.489,66841.61448016053,1134.489,75831.07636998284
1956-06-02,1134.499,66841.61448016053,1134.499,75831.74478612765
1956-06-03,1134.494,66841.61448016053,1134.494,75831.41057805523
1956-06-04,1134.499,66841.61448016053,1134.499,75831.74478612765
1956-06-05,1134.494,66841.61448016053,1134.494,75831.41057805523
1956-06-06,1134.489,66841.61448016053,1134.489,75831.07636998284
1956-06-07,1134.479,66841.61448016053,1134.479,75830.40795383803
1956-06-08,1134.474,66841.61448016053,1134.474,75830.07374576562
1956-06-09,1134.459,66841.61448016053,1134.459,75829.07112154843
1956-06-10,1134.464,66841.61448016053,1134.464,75829.40532962083
1956-06-11,1134.464,66841.61448016053,1134.464,75829.40532962083
1956-06-12,1134.459,66841.61448016053,1134.459,75829.07112154843
1956-06-13,1134.469,66841.61448016053,1134.469,75829.73953769323
1956-06-14,1134.469,66841.61448016053,1134.469,75829.73953769323
1956-06-15,1134.464,66841.61448016053,1134.464,75829.40532962083
1956-06-16,1134.449,66841.61448016053,1134.449,75828.40270540363
1956-06-17,1134.444,66841.61448016053,1134.444,75828.06849733123
1956-06-18,1134.449,66841.61448016053,1134.449,75828.40270540363
1956-06-19,1134.434,66841.61448016053,1134.434,75827.40008118642
1956-06-20,1134.414,66841.61448016053,1134.414,75826.06324889683
1956-06-21,1134.404,66841.61448016053,1134.404,75825.39483275202
1956-06-22,1134.399,66841.61448016053,1134.399,75825.06062467961
1956-06-23,1134.394,66841.61448016053,1134.394,75824.72641660721
1956-06-24,1134.404,66841.61448016053,1134.404,75825.39483275202
1956-06-25,1134.399,66841.61448016053,1134.399,75825.06062467961
1956-06-26,1134.394,66841.61448016053,1134.394,75824.72641660721
1956-06-27,1134.404,66841.61448016053,1134.404,75825.39483275202
1956-06-28,1134.394,66841.61448016053,1134.394,75824.72641660721
1956-06-29,1134.414,66841.61448016053,1134.414,75826.06324889683
1956-06-30,1134.414,66841.61448016053,1134.414,75826.06324889683
1956-07-01,1134.409,66841.61448016053,1134.409,75825.72904082443
1956-07-02,1134.399,66841.61448016053,1134.399,75825.06062467961
1956-07-03,1134.404,66841.61448016053,1134.404,75825.39483275202
1956-07-04,1134.399,66841.61448016053,1134.399,75825.06062467961
1956-07-05,1134.379,66841.366493374,1134.379,75823.44248138709
1956-07-06,1134.379,66841.366493374,1134.379,75823.44248138709
1956-07-07,1134.364,66841.366493374,1134.364,75822.4398608897
1956-07-08,1134.349,66841.366493374,1134.349,75821.4372403923
1956-07-09,1134.344,66841.366493374,1134.344,75821.10303355983
1956-07-10,1134.339,66841.366493374,1134.339,75820.76882672736
1956-07-11,1134.324,66841.366493374,1134.324,75819.76620622996
1956-07-12,1134.329,66841.366493374,1134.329,75820.10041306242
1956-07-13,1134.329,66841.366493374,1134.329,75820.10041306242
1956-07-14,1134.319,66841.366493374,1134.319,75819.4319993975
1956-07-15,1134.309,66841.366493374,1134.309,75818.76358573257
1956-07-16,1134.304,66841.366493374,1134.304,75818.4293789001
1956-07-17,1134.294,66841.366493374,1134.294,75817.76096523517
1956-07-18,1134.309,66841.366493374,1134.309,75818.76358573257
1956-07-19,1134.304,66841.366493374,1134.304,75818.4293789001
1956-07-20,1134.299,66841.366493374,1134.299,75818.09517206762
1956-07-21,1134.289,66841.366493374,1134.289,75817.4267584027
1956-07-22,1134.299,66841.366493374,1134.299,75818.09517206762
1956-07-23,1134.304,66841.366493374,1134.304,75818.4293789001
1956-07-24,1134.304,66841.366493374,1134.304,75818.4293789001
1956-07-25,1134.289,66841.366493374,1134.289,75817.4267584027
1956-07-26,1134.329,66841.366493374,1134.329,75820.10041306242
1956-07-27,1134.329,66841.366493374,1134.329,75820.10041306242
1956-07-28,1134.319,66841.366493374,1134.319,75819.4319993975
1956-07-29,1134.314,66841.366493374,1134.314,75819.09779256504
1956-07-30,1134.314,66841.366493374,1134.314,75819.09779256504
1956-07-31,1134.309,66841.366493374,1134.309,75818.76358573257
1956-08-01,1134.299,66841.366493374,1134.299,75818.09517206762
1956-08-02,1134.299,66841.366493374,1134.299,75818.09517206762
1956-08-03,1134.299,66841.366493374,1134.299,75818.09517206762
1956-08-04,1134.294,66841.366493374,1134.294,75817.76096523517
1956-08-05,1134.279,66841.366493374,1134.279,75816.75834473775
1956-08-06,1134.274,66841.366493374,1134.274,75816.42413790528
1956-08-07,1134.269,66841.366493374,1134.269,75816.08993107283
1956-08-08,1134.269,66841.366493374,1134.269,75816.08993107283
1956-08-09,1134.259,66841.366493374,1134.259,75815.4215174079
1956-08-10,1134.259,66841.366493374,1134.259,75815.4215174079
