date,lake_level,lake_extent_km2
1960-11-14,1134.264,66841.366493374
1960-11-15,1134.264,66841.366493374
1960-11-16,1134.249,66841.366493374
1960-11-17,1134.269,66841.366493374
1960-11-18,1134.264,66841.366493374
1960-11-19,1134.264,66841.366493374
1960-11-20,1134.259,66841.366493374
1960-11-21,1134.259,66841.366493374
1960-11-22,1134.259,66841.366493374
1960-11-23,1134.249,66841.366493374
1960-11-24,1134.264,66841.366493374
1960-11-25,1134.254,66841.366493374
1960-11-26,1134.259,66841.366493374
1960-11-27,1134.259,66841.366493374
1960-11-28,1134.249,66841.366493374
1960-11-29,1134.244,66841.366493374
1960-11-30,1134.249,66841.366493374
1960-12-01,1134.244,66841.366493374
1960-12-02,1134.239,66841.366493374
1960-12-03,1134.234,66841.366493374
1960-12-04,1134.234,66841.366493374
1960-12-05,1134.224,66841.366493374
1960-12-06,1134.234,66841.366493374
1960-12-07,1134.214,66841.366493374
1960-12-08,1134.219,66841.366493374
1960-12-09,1134.209,66841.366493374
1960-12-10,1134.199,66841.366493374
1960-12-11,1134.199,66841.366493374
1960-12-12,1134.199,66841.366493374
1960-12-13,1134.194,66841.366493374
1960-12-14,1134.189,66841.366493374
1960-12-15,1134.189,66841.366493374
1960-12-16,1134.189,66841.366493374
1960-12-17,1134.179,66841.366493374
1960-12-18,1134.184,66841.366493374
1960-12-19,1134.204,66841.366493374
1960-12-20,1134.184,66841.366493374
1960-12-21,1134.209,66841.366493374
1960-12-22,1134.224,66841.366493374
1960-12-23,1134.224,66841.366493374
1960-12-24,1134.229,66841.366493374
1960-12-25,1134.219,66841.366493374
1960-12-26,1134.214,66841.366493374
1960-12-27,1134.209,66841.366493374
1960-12-28,1134.214,66841.366493374
1960-12-29,1134.199,66841.366493374
1960-12-30,1134.199,66841.366493374
1960-12-31,1134.194,66841.366493374
1961-01-01,1134.184,66841.366493374
1961-01-02,1134.189,66841.366493374
1961-01-03,1134.194,66841.366493374
1961-01-04,1134.179,66841.366493374
1961-01-05,1134.179,66841.366493374
1961-01-06,1134.159,66841.366493374
1961-01-07,1134.164,66841.366493374
1961-01-08,1134.159,66841.366493374
1961-01-09,1134.154,66841.366493374
1961-01-10,1134.159,66841.366493374
1961-01-11,1134.159,66841.366493374
1961-01-12,1134.154,66841.366493374
1961-01-13,1134.149,66841.366493374
1961-01-14,1134.134,66841.366493374
1961-01-15,1134.129,66841.366493374
1961-01-16,1134.129,66841.366493374
1961-01-17,1134.104,66841.366493374
1961-01-18,1134.099,66841.366493374
1961-01-19,1134.099,66841.366493374
1961-01-20,1134.099,66841.366493374
1961-01-21,1134.094,66841.366493374
1961-01-22,1134.099,66841.366493374
1961-01-23,1134.114,66841.366493374
1961-01-24,1134.109,66841.366493374
1961-01-25,1134.109,66841.366493374
1961-01-26,1134.124,66841.366493374
1961-01-27,1134.119,66841.366493374
1961-01-28,1134.119,66841.366493374
1961-01-29,1134.109,66841.366493374
1961-01-30,1134.104,66841.366493374
1961-01-31,1134.099,66841.366493374
1961-02-01,1134.114,66841.366493374
1961-02-02,1134.109,66841.366493374
1961-02-03,1134.099,66841.366493374
1961-02-04,1134.119,66841.366493374
1961-02-05,1134.124,66841.366493374
1961-02-06,1134.159,66841.366493374
1961-02-07,1134.199,66841.366493374
1961-02-08,1134.199,66841.366493374
1961-02-09,1134.144,66841.366493374
1961-02-10,1134.144,66841.366493374
1961-02-11,1134.134,66841.366493374
1961-02-12,1134.154,66841.366493374
1961-02-13,1134.164,66841.366493374
1961-02-14,1134.159,66841.366493374
1961-02-15,1134.149,66841.366493374
1961-02-16,1134.154,66841.366493374
1961-02-17,1134.159,66841.366493374
1961-02-18,1134.164,66841.366493374
1961-02-19,1134.154,66841.366493374
1961-02-20,1134.164,66841.366493374
1961-02-21,1134.174,66841.366493374
1961-02-22,1134.164,66841.366493374
1961-02-23,1134.154,66841.366493374
1961-02-24,1134.154,66841.366493374
1961-02-25,1134.154,66841.366493374
1961-02-26,1134.169,66841.366493374
1961-02-27,1134.159,66841.366493374
1961-02-28,1134.154,66841.366493374
1961-03-01,1134.154,66841.366493374
1961-03-02,1134.164,66841.366493374
1961-03-03,1134.164,66841.366493374
1961-03-04,1134.159,66841.366493374
1961-03-05,1134.154,66841.366493374
1961-03-06,1134.154,66841.366493374
1961-03-07,1134.144,66841.366493374
1961-03-08,1134.144,66841.366493374
1961-03-09,1134.134,66841.366493374
1961-03-10,1134.134,66841.366493374
1961-03-11,1134.129,66841.366493374
1961-03-12,1134.124,66841.366493374
1961-03-13,1134.129,66841.366493374
1961-03-14,1134.149,66841.366493374
1961-03-15,1134.149,66841.366493374
1961-03-16,1134.149,66841.366493374
1961-03-17,1134.149,66841.366493374
1961-03-18,1134.144,66841.366493374
1961-03-19,1134.149,66841.366493374
1961-03-20,1134.174,66841.366493374
1961-03-21,1134.154,66841.366493374
1961-03-22,1134.169,66841.366493374
1961-03-23,1134.179,66841.366493374
1961-03-24,1134.174,66841.366493374
1961-03-25,1134.179,66841.366493374
1961-03-26,1134.184,66841.366493374
1961-03-27,1134.194,66841.366493374
1961-03-28,1134.199,66841.366493374
1961-03-29,1134.209,66841.366493374
1961-03-30,1134.199,66841.366493374
1961-03-31,1134.204,66841.366493374
1961-04-01,1134.214,66841.366493374
1961-04-02,1134.224,66841.366493374
1961-04-03,1134.239,66841.366493374
1961-04-04,1134.229,66841.366493374
1961-04-05,1134.239,66841.366493374
1961-04-06,1134.239,66841.366493374
1961-04-07,1134.239,66841.366493374
1961-04-08,1134.239,66841.366493374
1961-04-09,1134.274,66841.366493374
1961-04-10,1134.279,66841.366493374
1961-04-11,1134.289,66841.366493374
1961-04-12,1134.304,66841.366493374
1961-04-13,1134.314,66841.366493374
1961-04-14,1134.319,66841.366493374
1961-04-15,1134.314,66841.366493374
1961-04-16,1134.314,66841.366493374
1961-04-17,1134.324,66841.366493374
1961-04-18,1134.314,66841.366493374
1961-04-19,1134.314,66841.366493374
1961-04-20,1134.339,66841.366493374
1961-04-21,1134.339,66841.366493374
1961-04-22,1134.359,66841.366493374
1961-04-23,1134.349,66841.366493374
1961-04-24,1134.339,66841.366493374
1961-04-25,1134.339,66841.366493374
1961-04-26,1134.334,66841.366493374
1961-04-27,1134.329,66841.366493374
1961-04-28,1134.339,66841.366493374
1961-04-29,1134.324,66841.366493374
1961-04-30,1134.349,66841.366493374
1961-05-01,1134.349,66841.366493374
1961-05-02,1134.354,66841.366493374
1961-05-03,1134.374,66841.366493374
1961-05-04,1134.379,66841.366493374
1961-05-05,1134.374,66841.366493374
1961-05-06,1134.379,66841.366493374
1961-05-07,1134.399,66841.61448016053
1961-05-08,1134.399,66841.61448016053
1961-05-09,1134.404,66841.61448016053
1961-05-10,1134.424,66841.61448016053
1961-05-11,1134.414,66841.61448016053
1961-05-12,1134.424,66841.61448016053
1961-05-13,1134.444,66841.61448016053
1961-05-14,1134.429,66841.61448016053
1961-05-15,1134.434,66841.61448016053
1961-05-16,1134.434,66841.61448016053
1961-05-17,1134.429,66841.61448016053
1961-05-18,1134.429,66841.61448016053
1961-05-19,1134.419,66841.61448016053
1961-05-20,1134.409,66841.61448016053
1961-05-21,1134.424,66841.61448016053
1961-05-22,1134.414,66841.61448016053
1961-05-23,1134.409,66841.61448016053
1961-05-24,1134.409,66841.61448016053
1961-05-25,1134.419,66841.61448016053
1961-05-26,1134.419,66841.61448016053
1961-05-27,1134.424,66841.61448016053
1961-05-28,1134.419,66841.61448016053
1961-05-29,1134.409,66841.61448016053
1961-05-30,1134.409,66841.61448016053
1961-05-31,1134.404,66841.61448016053
1961-06-01,1134.404,66841.61448016053
1961-06-02,1134.399,66841.61448016053
1961-06-03,1134.404,66841.61448016053
1961-06-04,1134.404,66841.61448016053
1961-06-05,1134.384,66841.366493374
1961-06-06,1134.389,66841.61448016053
1961-06-07,1134.394,66841.61448016053
1961-06-08,1134.394,66841.61448016053
1961-06-09,1134.394,66841.61448016053
1961-06-10,1134.379,66841.366493374
1961-06-11,1134.374,66841.366493374
1961-06-12,1134.379,66841.366493374
1961-06-13,1134.374,66841.366493374
1961-06-14,1134.384,66841.366493374
1961-06-15,1134.369,66841.366493374
1961-06-16,1134.364,66841.366493374
1961-06-17,1134.359,66841.366493374
1961-06-18,1134.349,66841.366493374
1961-06-19,1134.354,66841.366493374
1961-06-20,1134.339,66841.366493374
1961-06-21,1134.329,66841.366493374
1961-06-22,1134.329,66841.366493374
1961-06-23,1134.329,66841.366493374
1961-06-24,1134.329,66841.366493374
1961-06-25,1134.329,66841.366493374
1961-06-26,1134.334,66841.366493374
1961-06-27,1134.334,66841.366493374
1961-06-28,1134.324,66841.366493374
1961-06-29,1134.324,66841.366493374
1961-06-30,1134.329,66841.366493374
1961-07-01,1134.349,66841.366493374
1961-07-02,1134.339,66841.366493374
1961-07-03,1134.339,66841.366493374
1961-07-04,1134.334,66841.366493374
1961-07-05,1134.324,66841.366493374
1961-07-06,1134.314,66841.366493374
1961-07-07,1134.304,66841.366493374
1961-07-08,1134.294,66841.366493374
1961-07-09,1134.304,66841.366493374
1961-07-10,1134.304,66841.366493374
1961-07-11,1134.289,66841.366493374
1961-07-12,1134.289,66841.366493374
1961-07-13,1134.279,66841.366493374
1961-07-14,1134.274,66841.366493374
1961-07-15,1134.264,66841.366493374
1961-07-16,1134.264,66841.366493374
1961-07-17,1134.269,66841.366493374
1961-07-18,1134.259,66841.366493374
1961-07-19,1134.274,66841.366493374
1961-07-20,1134.279,66841.366493374
1961-07-21,1134.264,66841.366493374
1961-07-22,1134.259,66841.366493374
1961-07-23,1134.254,66841.366493374
1961-07-24,1134.249,66841.366493374
1961-07-25,1134.249,66841.366493374
1961-07-26,1134.249,66841.366493374
1961-07-27,1134.244,66841.366493374
1961-07-28,1134.249,66841.366493374
1961-07-29,1134.259,66841.366493374
1961-07-30,1134.264,66841.366493374
1961-07-31,1134.249,66841.366493374
1961-08-01,1134.254,66841.366493374
1961-08-02,1134.239,66841.366493374
1961-08-03,1134.234,66841.366493374
1961-08-04,1134.214,66841.366493374
1961-08-05,1134.209,66841.366493374
1961-08-06,1134.204,66841.366493374
1961-08-07,1134.219,66841.366493374
1961-08-08,1134.214,66841.366493374
1961-08-09,1134.244,66841.366493374
1961-08-10,1134.244,66841.366493374
1961-08-11,1134.244,66841.366493374
1961-08-12,1134.229,66841.366493374
1961-08-13,1134.229,66841.366493374
1961-08-14,1134.224,66841.366493374
1961-08-15,1134.229,66841.366493374
1961-08-16,1134.239,66841.366493374
1961-08-17,1134.224,66841.366493374
1961-08-18,1134.229,66841.366493374
1961-08-19,1134.224,66841.366493374
1961-08-20,1134.229,66841.366493374
1961-08-21,1134.244,66841.366493374
1961-08-22,1134.239,66841.366493374
1961-08-23,1134.224,66841.366493374
1961-08-24,1134.219,66841.366493374
1961-08-25,1134.219,66841.366493374
1961-08-26,1134.224,66841.366493374
1961-08-27,1134.219,66841.366493374
1961-08-28,1134.214,66841.366493374
1961-08-29,1134.209,66841.366493374
1961-08-30,1134.194,66841.366493374
1961-08-31,1134.209,66841.366493374
1961-09-01,1134.199,66841.366493374
1961-09-02,1134.209,66841.366493374
1961-09-03,1134.209,66841.366493374
1961-09-04,1134.229,66841.366493374
1961-09-05,1134.249,66841.366493374
1961-09-06,1134.239,66841.366493374
1961-09-07,1134.239,66841.366493374
1961-09-08,1134.239,66841.366493374
1961-09-09,1134.244,66841.366493374
1961-09-10,1134.249,66841.366493374
1961-09-11,1134.234,66841.366493374
1961-09-12,1134.229,66841.366493374
1961-09-13,1134.219,66841.366493374
1961-09-14,1134.229,66841.366493374
1961-09-15,1134.229,66841.366493374
1961-09-16,1134.234,66841.366493374
1961-09-17,1134.229,66841.366493374
1961-09-18,1134.219,66841.366493374
1961-09-19,1134.224,66841.366493374
1961-09-20,1134.234,66841.366493374
1961-09-21,1134.229,66841.366493374
1961-09-22,1134.229,66841.366493374
1961-09-23,1134.234,66841.366493374
1961-09-24,1134.229,66841.366493374
1961-09-25,1134.234,66841.366493374
1961-09-26,1134.244,66841.366493374
1961-09-27,1134.229,66841.366493374
1961-09-28,1134.214,66841.366493374
1961-09-29,1134.214,66841.366493374
1961-09-30,1134.214,66841.366493374
1961-10-01,1134.199,66841.366493374
1961-10-02,1134.199,66841.366493374
1961-10-03,1134.204,66841.366493374
1961-10-04,1134.224,66841.366493374
1961-10-05,1134.219,66841.366493374
1961-10-06,1134.214,66841.366493374
1961-10-07,1134.244,66841.366493374
1961-10-08,1134.244,66841.366493374
1961-10-09,1134.224,66841.366493374
1961-10-10,1134.219,66841.366493374
1961-10-11,1134.229,66841.366493374
1961-10-12,1134.219,66841.366493374
1961-10-13,1134.234,66841.366493374
1961-10-14,1134.239,66841.366493374
1961-10-15,1134.224,66841.366493374
1961-10-16,1134.239,66841.366493374
1961-10-17,1134.244,66841.366493374
1961-10-18,1134.244,66841.366493374
1961-10-19,1134.244,66841.366493374
1961-10-20,1134.254,66841.366493374
1961-10-21,1134.249,66841.366493374
1961-10-22,1134.249,66841.366493374
1961-10-23,1134.254,66841.366493374
1961-10-24,1134.269,66841.366493374
1961-10-25,1134.289,66841.366493374
1961-10-26,1134.289,66841.366493374
1961-10-27,1134.289,66841.366493374
1961-10-28,1134.294,66841.366493374
1961-10-29,1134.309,66841.366493374
1961-10-30,1134.319,66841.366493374
1961-10-31,1134.329,66841.366493374
1961-11-01,1134.359,66841.366493374
1961-11-02,1134.354,66841.366493374
1961-11-03,1134.349,66841.366493374
1961-11-04,1134.349,66841.366493374
1961-11-05,1134.354,66841.366493374
1961-11-06,1134.379,66841.366493374
1961-11-07,1134.409,66841.61448016053
1961-11-08,1134.449,66841.61448016053
1961-11-09,1134.479,66841.61448016053
1961-11-10,1134.479,66841.61448016053
1961-11-11,1134.529,66841.86246694704
1961-11-12,1134.544,66842.11045373358
1961-11-13,1134.554,66842.11045373358
1961-11-14,1134.554,66842.11045373358
1961-11-15,1134.584,66842.3584405201
1961-11-16,1134.619,66842.3584405201
1961-11-17,1134.629,66842.60642730663
1961-11-18,1134.634,66842.60642730663
1961-11-19,1134.669,66843.59837445273
1961-11-20,1134.709,66845.33428195842
1961-11-21,1134.724,66845.58226874495
1961-11-22,1134.734,66845.83025553147
1961-11-23,1134.744,66846.078242318
1961-11-24,1134.774,66847.07018946412
1961-11-25,1134.799,66849.55005732938
1961-11-26,1134.839,66854.2618062734
1961-11-27,1134.869,66860.95744950963
1961-11-28,1134.864,66859.717515577
1961-11-29,1134.849,66856.49368735215
1961-11-30,1134.874,66861.94939665575
1961-12-01,1134.914,66873.60477562252
1961-12-02,1134.944,66881.7883395779
1961-12-03,1134.954,66884.76418101623
1961-12-04,1134.959,66885.50814137582
1961-12-05,1134.964,66886.2521017354
1961-12-06,1134.969,66886.99606209499
1961-12-07,1134.999,66886.99606209499
1961-12-08,1134.999,66886.99606209499
1961-12-09,1135.009,66964.11995270492
1961-12-10,1135.039,66964.11995270492
1961-12-11,1135.049,66964.11995270492
1961-12-12,1135.079,66964.11995270492
1961-12-13,1135.094,66964.11995270492
1961-12-14,1135.114,66964.11995270492
1961-12-15,1135.124,66964.11995270492
1961-12-16,1135.139,66964.11995270492
1961-12-17,1135.149,66964.11995270492
1961-12-18,1135.169,66964.11995270492
1961-12-19,1135.184,66964.11995270492
1961-12-20,1135.189,66964.11995270492
1961-12-21,1135.189,66964.11995270492
1961-12-22,1135.199,66964.11995270492
1961-12-23,1135.229,66964.11995270492
1961-12-24,1135.234,66964.11995270492
1961-12-25,1135.239,66964.11995270492
1961-12-26,1135.249,66964.11995270492
1961-12-27,1135.254,66964.11995270492
1961-12-28,1135.244,66964.11995270492
1961-12-29,1135.249,66964.11995270492
1961-12-30,1135.259,66964.11995270492
1961-12-31,1135.264,66964.11995270492
1962-01-01,1135.269,66964.11995270492
1962-01-02,1135.284,66964.11995270492
1962-01-03,1135.279,66964.11995270492
1962-01-04,1135.284,66964.11995270492
1962-01-05,1135.279,66964.11995270492
1962-01-06,1135.304,66964.11995270492
1962-01-07,1135.299,66964.11995270492
1962-01-08,1135.324,66964.11995270492
1962-01-09,1135.349,66964.11995270492
1962-01-10,1135.359,66964.11995270492
1962-01-11,1135.359,66964.11995270492
1962-01-12,1135.364,66964.11995270492
1962-01-13,1135.364,66964.11995270492
1962-01-14,1135.354,66964.11995270492
1962-01-15,1135.369,66964.11995270492
1962-01-16,1135.359,66964.11995270492
1962-01-17,1135.389,66964.11995270492
1962-01-18,1135.384,66964.11995270492
1962-01-19,1135.379,66964.11995270492
1962-01-20,1135.384,66964.11995270492
1962-01-21,1135.379,66964.11995270492
1962-01-22,1135.394,66964.11995270492
1962-01-23,1135.399,66964.11995270492
1962-01-24,1135.389,66964.11995270492
1962-01-25,1135.394,66964.11995270492
1962-01-26,1135.409,66964.11995270492
1962-01-27,1135.409,66964.11995270492
1962-01-28,1135.399,66964.11995270492
1962-01-29,1135.404,66964.11995270492
1962-01-30,1135.409,66964.11995270492
1962-01-31,1135.399,66964.11995270492
1962-02-01,1135.394,66964.11995270492
1962-02-02,1135.384,66964.11995270492
1962-02-03,1135.389,66964.11995270492
1962-02-04,1135.389,66964.11995270492
1962-02-05,1135.384,66964.11995270492
1962-02-06,1135.384,66964.11995270492
1962-02-07,1135.379,66964.11995270492
1962-02-08,1135.374,66964.11995270492
1962-02-09,1135.374,66964.11995270492
1962-02-10,1135.374,66964.11995270492
1962-02-11,1135.374,66964.11995270492
1962-02-12,1135.359,66964.11995270492
1962-02-13,1135.349,66964.11995270492
1962-02-14,1135.349,66964.11995270492
1962-02-15,1135.344,66964.11995270492
1962-02-16,1135.344,66964.11995270492
1962-02-17,1135.354,66964.11995270492
1962-02-18,1135.339,66964.11995270492
1962-02-19,1135.339,66964.11995270492
1962-02-20,1135.334,66964.11995270492
1962-02-21,1135.339,66964.11995270492
1962-02-22,1135.339,66964.11995270492
1962-02-23,1135.344,66964.11995270492
1962-02-24,1135.349,66964.11995270492
1962-02-25,1135.339,66964.11995270492
1962-02-26,1135.334,66964.11995270492
1962-02-27,1135.329,66964.11995270492
1962-02-28,1135.319,66964.11995270492
1962-03-01,1135.329,66964.11995270492
1962-03-02,1135.334,66964.11995270492
1962-03-03,1135.334,66964.11995270492
1962-03-04,1135.334,66964.11995270492
1962-03-05,1135.324,66964.11995270492
1962-03-06,1135.329,66964.11995270492
1962-03-07,1135.334,66964.11995270492
1962-03-08,1135.334,66964.11995270492
1962-03-09,1135.339,66964.11995270492
1962-03-10,1135.329,66964.11995270492
1962-03-11,1135.334,66964.11995270492
1962-03-12,1135.349,66964.11995270492
1962-03-13,1135.344,66964.11995270492
1962-03-14,1135.359,66964.11995270492
1962-03-15,1135.354,66964.11995270492
1962-03-16,1135.349,66964.11995270492
1962-03-17,1135.374,66964.11995270492
1962-03-18,1135.364,66964.11995270492
1962-03-19,1135.384,66964.11995270492
1962-03-20,1135.399,66964.11995270492
1962-03-21,1135.404,66964.11995270492
1962-03-22,1135.404,66964.11995270492
1962-03-23,1135.424,66964.11995270492
1962-03-24,1135.424,66964.11995270492
1962-03-25,1135.424,66964.11995270492
1962-03-26,1135.424,66964.11995270492
1962-03-27,1135.429,66964.11995270492
1962-03-28,1135.424,66964.11995270492
1962-03-29,1135.429,66964.11995270492
1962-03-30,1135.434,66964.11995270492
1962-03-31,1135.424,66964.11995270492
1962-04-01,1135.429,66964.11995270492
1962-04-02,1135.434,66964.11995270492
1962-04-03,1135.429,66964.11995270492
1962-04-04,1135.424,66964.11995270492
1962-04-05,1135.429,66964.11995270492
1962-04-06,1135.444,66964.11995270492
1962-04-07,1135.449,66964.11995270492
1962-04-08,1135.444,66964.11995270492
1962-04-09,1135.459,66964.11995270492
1962-04-10,1135.479,66964.36793949145
1962-04-11,1135.489,66964.61592627797
1962-04-12,1135.494,66964.61592627797
1962-04-13,1135.504,66964.61592627797
1962-04-14,1135.514,66964.8639130645
1962-04-15,1135.524,66964.8639130645
1962-04-16,1135.529,66964.8639130645
1962-04-17,1135.524,66964.8639130645
1962-04-18,1135.514,66964.8639130645
1962-04-19,1135.514,66964.8639130645
1962-04-20,1135.524,66964.8639130645
1962-04-21,1135.524,66964.8639130645
1962-04-22,1135.529,66964.8639130645
1962-04-23,1135.544,66964.8639130645
1962-04-24,1135.549,66964.8639130645
1962-04-25,1135.564,66964.8639130645
1962-04-26,1135.574,66964.8639130645
1962-04-27,1135.579,66964.8639130645
1962-04-28,1135.579,66964.8639130645
1962-04-29,1135.604,66965.35988663755
1962-04-30,1135.579,66964.8639130645
1962-05-01,1135.599,66965.11189985104
1962-05-02,1135.624,66965.8558602106
1962-05-03,1135.624,66965.8558602106
1962-05-04,1135.649,66966.10384699712
1962-05-05,1135.664,66966.10384699712
1962-05-06,1135.649,66966.10384699712
1962-05-07,1135.689,66966.59982057019
1962-05-08,1135.699,66966.84780735671
1962-05-09,1135.714,66967.34378092978
1962-05-10,1135.729,66968.33572807588
1962-05-11,1135.739,66969.07968843546
1962-05-12,1135.749,66969.57566200852
1962-05-13,1135.764,66970.56760915462
1962-05-14,1135.789,66971.55955630072
1962-05-15,1135.799,66971.80754308726
1962-05-16,1135.814,66973.54345059294
1962-05-17,1135.829,66976.02331845822
1962-05-18,1135.839,66977.26325239085
1962-05-19,1135.849,66979.74312025613
1962-05-20,1135.859,66981.47902776182
1962-05-21,1135.864,66982.71896169445
1962-05-22,1135.869,66984.20688241361
1962-05-23,1135.879,66986.43876349236
1962-05-24,1135.869,66984.20688241361
1962-05-25,1135.854,66979.99110704266
1962-05-26,1135.854,66979.99110704266
1962-05-27,1135.854,66979.99110704266
1962-05-28,1135.849,66979.74312025613
1962-05-29,1135.849,66979.74312025613
1962-05-30,1135.854,66979.99110704266
1962-05-31,1135.849,66979.74312025613
1962-06-01,1135.849,66979.74312025613
1962-06-02,1135.839,66977.26325239085
1962-06-03,1135.829,66976.02331845822
1962-06-04,1135.804,66972.30351666031
1962-06-05,1135.799,66971.80754308726
1962-06-06,1135.789,66971.55955630072
1962-06-07,1135.784,66971.3115695142
1962-06-08,1135.789,66971.55955630072
1962-06-09,1135.774,66970.81559594115
1962-06-10,1135.789,66971.55955630072
1962-06-11,1135.784,66971.3115695142
1962-06-12,1135.779,66971.3115695142
1962-06-13,1135.779,66971.3115695142
1962-06-14,1135.774,66970.81559594115
1962-06-15,1135.789,66971.55955630072
1962-06-16,1135.799,66971.80754308726
1962-06-17,1135.799,66971.80754308726
1962-06-18,1135.804,66972.30351666031
1962-06-19,1135.794,66971.80754308726
1962-06-20,1135.779,66971.3115695142
1962-06-21,1135.794,66971.80754308726
1962-06-22,1135.799,66971.80754308726
1962-06-23,1135.809,66972.55150344684
1962-06-24,1135.824,66974.78338452558
1962-06-25,1135.814,66973.54345059294
1962-06-26,1135.834,66976.27130524474
1962-06-27,1135.834,66976.27130524474
1962-06-28,1135.824,66974.78338452558
1962-06-29,1135.814,66973.54345059294
1962-06-30,1135.794,66971.80754308726
1962-07-01,1135.789,66971.55955630072
1962-07-02,1135.794,66971.80754308726
1962-07-03,1135.789,66971.55955630072
1962-07-04,1135.804,66972.30351666031
1962-07-05,1135.814,66973.54345059294
1962-07-06,1135.829,66976.02331845822
1962-07-07,1135.824,66974.78338452558
1962-07-08,1135.829,66976.02331845822
1962-07-09,1135.819,66974.039424166
1962-07-10,1135.819,66974.039424166
1962-07-11,1135.799,66971.80754308726
1962-07-12,1135.789,66971.55955630072
1962-07-13,1135.759,66970.3196223681
1962-07-14,1135.729,66968.33572807588
1962-07-15,1135.729,66968.33572807588
1962-07-16,1135.724,66968.08774128935
1962-07-17,1135.709,66967.34378092978
1962-07-18,1135.699,66966.84780735671
1962-07-19,1135.709,66967.34378092978
1962-07-20,1135.709,66967.34378092978
1962-07-21,1135.704,66966.84780735671
1962-07-22,1135.694,66966.84780735671
1962-07-23,1135.689,66966.59982057019
1962-07-24,1135.679,66966.35183378366
1962-07-25,1135.674,66966.35183378366
1962-07-26,1135.669,66966.10384699712
1962-07-27,1135.669,66966.10384699712
1962-07-28,1135.679,66966.35183378366
1962-07-29,1135.664,66966.10384699712
1962-07-30,1135.664,66966.10384699712
1962-07-31,1135.664,66966.10384699712
1962-08-01,1135.659,66966.10384699712
1962-08-02,1135.664,66966.10384699712
1962-08-03,1135.659,66966.10384699712
1962-08-04,1135.664,66966.10384699712
1962-08-05,1135.659,66966.10384699712
1962-08-06,1135.659,66966.10384699712
1962-08-07,1135.649,66966.10384699712
1962-08-08,1135.649,66966.10384699712
1962-08-09,1135.649,66966.10384699712
1962-08-10,1135.639,66966.10384699712
1962-08-11,1135.644,66966.10384699712
1962-08-12,1135.639,66966.10384699712
1962-08-13,1135.639,66966.10384699712
1962-08-14,1135.644,66966.10384699712
1962-08-15,1135.639,66966.10384699712
1962-08-16,1135.624,66965.8558602106
1962-08-17,1135.644,66966.10384699712
1962-08-18,1135.644,66966.10384699712
1962-08-19,1135.649,66966.10384699712
1962-08-20,1135.644,66966.10384699712
1962-08-21,1135.639,66966.10384699712
1962-08-22,1135.639,66966.10384699712
1962-08-23,1135.639,66966.10384699712
1962-08-24,1135.649,66966.10384699712
1962-08-25,1135.644,66966.10384699712
1962-08-26,1135.649,66966.10384699712
1962-08-27,1135.649,66966.10384699712
1962-08-28,1135.644,66966.10384699712
1962-08-29,1135.644,66966.10384699712
1962-08-30,1135.634,66965.8558602106
1962-08-31,1135.624,66965.8558602106
1962-09-01,1135.644,66966.10384699712
1962-09-02,1135.639,66966.10384699712
1962-09-03,1135.639,66966.10384699712
1962-09-04,1135.634,66965.8558602106
1962-09-05,1135.629,66965.8558602106
1962-09-06,1135.639,66966.10384699712
1962-09-07,1135.624,66965.8558602106
1962-09-08,1135.624,66965.8558602106
1962-09-09,1135.634,66965.8558602106
1962-09-10,1135.639,66966.10384699712
1962-09-11,1135.659,66966.10384699712
1962-09-12,1135.634,66965.8558602106
1962-09-13,1135.639,66966.10384699712
1962-09-14,1135.624,66965.8558602106
1962-09-15,1135.624,66965.8558602106
1962-09-16,1135.639,66966.10384699712
1962-09-17,1135.639,66966.10384699712
1962-09-18,1135.629,66965.8558602106
1962-09-19,1135.629,66965.8558602106
1962-09-20,1135.629,66965.8558602106
1962-09-21,1135.629,66965.8558602106
1962-09-22,1135.624,66965.8558602106
1962-09-23,1135.619,66965.60787342407
1962-09-24,1135.629,66965.8558602106
1962-09-25,1135.629,66965.8558602106
1962-09-26,1135.614,66965.35988663755
1962-09-27,1135.619,66965.60787342407
1962-09-28,1135.624,66965.8558602106
1962-09-29,1135.619,66965.60787342407
1962-09-30,1135.624,66965.8558602106
1962-10-01,1135.624,66965.8558602106
1962-10-02,1135.624,66965.8558602106
1962-10-03,1135.624,66965.8558602106
1962-10-04,1135.614,66965.35988663755
1962-10-05,1135.609,66965.35988663755
1962-10-06,1135.614,66965.35988663755
1962-10-07,1135.604,66965.35988663755
1962-10-08,1135.594,66965.11189985104
1962-10-09,1135.599,66965.11189985104
1962-10-10,1135.594,66965.11189985104
1962-10-11,1135.594,66965.11189985104
1962-10-12,1135.604,66965.35988663755
1962-10-13,1135.609,66965.35988663755
1962-10-14,1135.619,66965.60787342407
1962-10-15,1135.619,66965.60787342407
1962-10-16,1135.614,66965.35988663755
1962-10-17,1135.629,66965.8558602106
1962-10-18,1135.634,66965.8558602106
1962-10-19,1135.634,66965.8558602106
1962-10-20,1135.634,66965.8558602106
1962-10-21,1135.654,66966.10384699712
1962-10-22,1135.669,66966.10384699712
1962-10-23,1135.659,66966.10384699712
1962-10-24,1135.664,66966.10384699712
1962-10-25,1135.659,66966.10384699712
1962-10-26,1135.654,66966.10384699712
1962-10-27,1135.674,66966.35183378366
1962-10-28,1135.684,66966.59982057019
1962-10-29,1135.679,66966.35183378366
